Unnamed: 0,cost,trade_size,volatility
172,-0.001423253,0.000141007,0.138566221
173,-7.8e-05,3.23e-05,0.390666126
174,0.000119029,0.000447526,0.66246521
175,-0.005419207,4.16e-05,0.056480882
176,-4.6e-05,0.061117308,0.143842059
177,0.000355201,0.008105527,0.228327228
178,0.000166924,0.005315197,0.185159726
179,0.000273704,0.000252521,0.206049622
180,-0.000633157,0.003194089,0.087951874
181,-0.001205351,1.55e-05,0.326710524
182,4.05e-05,2.21e-05,0.228400745
183,0.000555114,0.001625098,0.459289193
184,-0.001100733,0.00013371,0.077554516
185,8.48e-05,0.000182041,0.077849916
186,0.00124904,0.003876774,0.145052461
187,0.000314825,0.001402574,0.074561198
188,0.000349148,1.91e-05,0.266211855
189,-6.34e-06,7.87e-06,0.046477981
190,4.94e-05,0.000906789,0.280758145
191,0.010066211,0.006465074,0.336332539
192,0.003915497,0.009709091,0.233942585
193,-0.037502465,0.006498736,0.380976341
194,-0.009565474,0.007153599,0.330263068
195,0.004640265,4.9e-05,0.372207117
196,-0.000740421,0.003365302,0.130677245
197,0.002046825,0.003693822,0.120245863
198,5.02e-06,0.000805073,0.07993326
199,0.000428063,0.000347936,0.611120846
200,-0.000515281,4.25e-05,0.241076126
201,-5.07e-05,3.63e-05,0.224236853
202,0.000412547,0.000106515,0.25583197
203,-0.000162218,0.000134902,0.203566785
204,0.002235637,0.000643131,0.091383941
205,0.000231226,0.038631686,0.309378304
206,0.000144292,5.59e-05,0.174243559
207,-0.000138767,6.33e-05,0.019870098
208,0.001743621,0.00953821,0.219374232
209,0.00692261,0.000376955,0.3802958
210,-0.001279939,0.003023437,0.189104994
211,1.58e-05,0.002636695,0.041466602
212,-0.000229708,0.000194808,0.228382676
213,0.001540911,0.001013137,0.287377482
214,0.000423045,9.39e-05,0.086017162
215,0.000170308,2.01e-05,0.222801787
216,-0.000126984,0.000204292,0.178034785
217,0.003552801,0.066939009,0.181821421
218,0.001246085,0.001151933,0.123485686
219,-0.00120327,3.94e-05,0.369788867
220,-0.000712319,0.000556583,0.219483449
221,-0.000101725,2.05e-05,1.309812762
222,6.29e-05,0.004253843,0.014399646
223,-0.002025777,0.000444143,0.312212305
224,0.005857313,0.001705199,0.649145434
225,0.00251225,8.81e-05,0.248843033
226,8.73e-06,0.000325681,0.130874573
227,-1.04e-05,0.000275488,0.333137991
228,0.000325986,4.88e-05,0.189655964
229,0.003584019,4.21e-05,0.092504034
230,0.000997378,0.006042681,0.443006479
231,0.00199761,0.000157755,0.766724612
232,0.002870955,0.00058508,0.24179456
233,0.000413443,8.38e-06,0.434647362
234,1.35e-05,6.02e-05,0.296997666
235,-0.000139032,0.000985249,0.241483831
236,0.00443915,0.000190028,0.370630355
237,0.000483881,0.001365107,0.145301201
238,0.003089582,4.89e-05,0.414813118
239,-0.001729149,0.000282998,0.385602922
240,0.002476497,2.59e-05,0.218795901
241,-3.8e-07,0.000329298,0.095859933
242,0.000829324,0.011647095,0.342444399
243,-6.45e-05,5.97e-05,0.4059354
244,-0.000464267,0.000216394,0.212956278
245,-0.001609262,0.00474525,0.088988532
246,0.000549611,3.44e-05,0.162922443
247,0.000820881,0.000132222,0.198449428
248,4.88e-05,0.000208976,0.042606474
249,0.000202315,2.61e-05,0.408687684
250,0.001381347,0.00043429,0.23640695
251,0.000217369,0.000554308,0.259092519
252,-0.002073702,0.003313736,0.294517529
253,1.52e-05,0.000106548,0.041466602
254,0.000631819,0.013364552,0.230773113
255,0.000398397,0.00026395,0.15731242
256,0.00065894,0.008798625,0.297085513
257,2.96e-05,6.45e-05,0.232572788
258,0.001744624,0.006487762,0.227640931
259,-0.004603555,0.001077859,0.216616716
260,0.000764189,0.000197342,0.338630709
261,0.000289635,1.4e-05,0.320984379
262,0.01274687,6.3e-05,0.323140086
263,0.000390349,0.000610445,0.130332819
264,-0.000197895,1.74e-06,0.475153294
265,9.81e-05,0.002209195,0.100170414
266,-0.003240153,0.007316722,0.149309873
267,-0.000136669,0.000130925,0.267228793
268,0.000944278,0.000256052,0.364578732
269,9.1e-05,0.000195026,0.26294415
270,0.000545032,5.13e-05,0.124867956
271,-0.000375893,7.46e-05,0.578127418
272,-0.015774424,0.046248901,0.180226032
273,0.000287885,0.000191214,0.144120034
274,-0.011530743,0.002114764,0.287845181
275,-0.003458029,0.003370137,0.189042368
276,0.000179944,0.002555522,0.032062586
277,-0.000183956,0.001956572,0.160190359
278,-0.000350771,0.000493134,0.294447726
279,9.86e-05,3.34e-05,0.385447136
280,-0.000325692,0.000242355,0.230785112
281,-0.00033874,0.000114758,0.3909814
282,6.95e-05,5.95e-06,0.640377766
283,-9.09e-05,0.000882441,0.27179813
284,0.002009954,0.001182595,0.339814282
285,6.17e-05,0.000892289,0.164069067
286,0.000104564,0.000505747,0.261383543
287,0.000194784,0.007038987,0.174866826
288,-2.78e-05,0.000288279,0.183942526
289,-0.001274405,0.000605066,0.173970541
290,-4.89e-05,0.000348561,0.181961875
291,-0.002400471,0.001284192,0.317658479
292,0.002916069,0.001986815,0.294080374
293,-2.58e-05,7.56e-05,0.236002836
294,1.17e-05,0.000389561,0.019913167
295,0.001264069,5.07e-05,0.296257851
296,4.54e-05,7.73e-05,0.182718423
297,0.000129037,0.000378077,0.234847833
298,-0.001790791,0.00157919,0.114814212
299,0.001492101,0.005700218,0.155090165
300,0.000164167,0.000395925,0.036852418
301,-0.006938355,0.002877018,0.155754812
302,-0.000317363,3.41e-05,0.436769231
303,0.000267722,0.002265088,0.12946311
304,9.72e-05,3.15e-05,0.328129655
305,0.008171721,0.013110732,0.300498423
306,0.000372016,0.003119729,0.239976591
307,-0.002489431,0.003224826,0.280716389
308,0.000250957,0.002714488,0.220315219
309,4.47e-05,6.63e-05,0.273705851
310,5.82e-05,8.82e-06,0.250858244
311,0.001048628,0.004450368,0.363299037
312,-0.008181992,0.000151388,0.442179432
313,0.000233953,0.00032588,0.306255809
314,-0.000728743,1.96e-05,0.180131539
315,0.003478971,0.000185507,0.464697446
316,-0.000181922,0.000110506,0.500553443
317,-0.000421732,0.000755057,0.437539935
318,-0.00019707,0.000102023,0.26276369
319,-0.000543881,0.000203977,0.047985335
320,0.001218511,0.003268816,0.439117452
321,-1.34e-05,6.01e-05,0.230593852
322,0.000492249,0.000504389,0.32594395
323,-7.11e-05,1.81e-05,0.363154293
324,-0.000249421,7.2e-06,0.223643379
325,-0.0008821,0.000131129,0.38983279
326,-0.000452472,0.009620531,0.086888458
327,2.28e-05,0.000162502,0.229382085
328,-0.002494827,0.025113357,0.239231656
329,0.000779572,9.55e-06,0.623934364
330,0.00074737,0.002232801,0.078380961
331,-0.000224048,2.13e-05,0.22357393
332,0.000644256,0.010250135,0.427482114
333,-0.013897445,8.68e-05,0.544345468
334,0.000175895,3.1e-05,0.344716383
335,0.002110868,0.002745184,0.142806365
336,0.000820475,0.004977837,0.044806667
337,-0.000408162,0.000125437,0.467042604
338,-0.000186151,6.75e-05,0.160346361
339,0.000565518,0.000154656,0.173863816
340,-0.003060441,0.001040891,0.090139975
341,0.001799697,0.025939117,0.176706728
342,0.001060815,0.003231442,0.375234661
343,-0.004380783,0.005397987,0.045640982
344,0.000764089,0.008510909,0.240749044
345,3.28e-05,0.000195966,0.030002499
346,0.001655456,1.82e-05,0.374721078
347,0.003734124,0.000869207,0.360068559
348,0.009305494,0.000526675,0.195430488
349,-0.000227634,8.03e-05,0.25709063
350,9.11e-05,0.000182051,0.173033993
351,0.000537805,0.004614213,0.347850208
352,-0.000704169,0.000762747,0.112324756
353,-0.003422677,0.004582325,0.33693661
354,0.000630892,0.001166768,0.056675517
355,-1.09e-05,3.66e-05,0.155531933
356,7.46e-05,0.021058906,0.224774058
357,-0.00714683,0.007888617,0.171730158
358,-0.000272614,0.000278895,0.15012124
359,0.005192455,0.026465615,0.096295076
360,0.000158327,0.001372322,0.078999939
361,-0.000107143,0.000898106,0.260932293
362,0.000971973,8.96e-05,0.497299984
363,-0.0005345,6.57e-06,0.261598381
364,0.000615645,0.000913016,0.391778639
365,0.001835036,0.000355744,0.315451107
366,-4.93e-06,1.59e-05,0.384226993
367,0.000685357,0.000120435,0.256534262
368,-0.00030487,0.000828654,0.148873523
369,-4.04e-05,0.000195729,0.009948806
370,0.001119312,0.000260963,0.226128269
371,-0.000428887,2.12e-05,0.200470725
372,-0.002424938,0.060210953,0.225938425
373,-0.003116949,0.006691595,0.177938543
374,0.000186118,0.00383024,0.202557983
375,0.000864825,7.59e-05,0.233917826
376,0.002371823,0.024609851,0.358282099
377,0.000100994,0.001712153,0.18963786
378,0.000229906,0.000271258,0.120623418
379,0.000512287,0.001455431,0.174975703
380,0.000407652,0.000632866,0.583015932
381,-0.002881604,0.0,0.57693673
382,-0.000288229,0.004298623,0.222692507
383,0.003097186,0.000548537,0.464542677
384,0.000397653,0.019607021,0.024799513
385,-0.001492253,8.27e-05,0.17950429
386,-0.000715318,0.000126954,0.109344578
387,0.001699539,0.004564072,0.143405455
388,-0.000536997,1.33e-05,0.227911523
389,0.000145675,1.82e-05,0.245782487
390,-0.005624597,2.31e-05,0.351653834
391,1.39e-05,6.08e-06,0.176689405
392,0.000681839,0.018115071,0.251154022
393,0.001081313,0.011874463,0.166015855
394,0.000478839,0.000299354,0.286601536
395,0.001895774,0.001405541,0.207565929
396,0.00022918,1.97e-05,0.531577852
397,0.000260897,6.21e-06,0.00654843
398,0.000319863,0.008941711,0.105220508
399,0.000301417,6.57e-05,0.235723223
400,-0.006250909,0.001102264,0.397502608
401,0.000374379,9.25e-05,0.005948212
402,0.000254878,0.002122492,0.248316009
403,0.000116491,2.24e-05,0.133540968
404,-0.000456605,0.000473677,0.270822035
405,0.000209363,0.001804997,0.01912082
406,-7.07e-05,6.87e-05,0.026828261
407,0.00087579,8.05e-05,0.331924467
408,-0.000350766,0.000175704,0.277753483
409,-0.002294444,0.000860699,0.374353052
410,0.002909413,0.001391069,0.326287505
411,0.000104559,0.000170356,0.057065692
412,-0.005930796,2.04e-05,0.238382054
413,0.001159941,0.000214684,0.400944186
414,0.004466413,0.000188283,0.10857233
415,-0.001489617,0.00319537,0.225438973
416,0.000280892,0.000278105,0.502841908
417,-0.000595847,0.002136243,0.151337598
418,0.000193623,7.07e-05,0.319767841
419,-0.000137018,0.004611444,0.359360149
420,-9.34e-05,0.001263539,0.254710093
421,-0.000517138,0.000245757,0.287769592
422,0.001183972,0.000940684,0.123149174
423,-0.000136035,0.000349479,0.360739343
424,0.000218491,0.001242113,0.259599653
425,-0.010561484,0.023964905,0.289994311
426,0.003528675,0.0,0.409719264
427,-0.000301403,0.012641317,0.340295852
428,-0.002778325,0.003062042,0.246726125
429,-0.000170233,2.1e-06,0.467896775
430,0.000909503,0.000187013,0.216499812
431,-8.09e-05,1.26e-05,0.175130413
432,-0.000541807,4.89e-05,0.310213475
433,6.72e-05,0.001012251,0.00320784
434,0.000459865,0.000300258,0.197061832
435,-0.000855098,0.000366319,0.212971099
436,0.000153744,0.000176177,0.160011838
437,0.000277741,6.62e-05,0.553412907
438,-0.00032796,0.000446207,0.351110754
439,0.004380754,0.005100711,0.112938569
440,0.001143392,0.000330496,0.226059295
441,-1.55e-05,0.000142345,0.319787494
442,0.00025993,0.004578695,0.092765201
443,0.008195319,0.001382614,0.245507805
444,0.000123523,1.76e-05,0.137776937
445,0.000169292,0.013827434,0.333705864
446,0.000509831,0.000764384,0.255072214
447,-0.000353476,5.28e-06,0.187227487
448,-0.000669521,0.000179599,0.248227144
449,-0.000683137,0.002355547,0.120153572
450,0.000293321,0.002562557,0.359677439
451,-0.000106659,2.03e-05,0.247879655
452,0.000195001,7.22e-05,0.216104701
453,0.000217509,0.000282491,0.164395005
454,0.000686553,0.001317469,0.266310955
455,-0.001209606,0.002010424,0.066880799
456,-8.05e-05,0.000107917,0.194698595
457,0.000498913,0.00010941,0.166441439
458,0.000133691,0.000376644,0.13429498
459,-0.000254112,5.6e-05,0.259944286
460,0.002522797,0.000129866,0.48619706
461,-0.000184925,0.000210944,0.335620699
462,0.001295761,6.78e-05,0.06029848
463,-0.008635067,9.32e-05,0.40784385
464,-0.00217566,0.00092853,0.420950701
465,0.002671351,0.008862216,0.213827209
466,0.002860283,0.00213529,0.37942807
467,0.000143017,3.26e-05,0.139117125
468,-0.000476112,0.006451628,0.281850407
469,-0.001532267,2.62e-05,0.238920492
470,-0.000172436,0.004748636,0.168733603
471,0.000306411,2.86e-06,0.198491504
472,0.000316614,0.00040686,0.186099693
473,-0.000735441,7.08e-05,0.423045355
474,-0.00122864,0.000347514,0.276851041
475,0.001312438,0.000133257,0.248466654
476,0.000165182,0.002074272,0.004465618
477,-0.000661592,4.64e-05,0.505976341
478,-6.1e-05,0.000854669,0.145479524
479,0.00117405,0.0011204,0.250405119
480,-0.001043285,0.001908513,0.499269706
481,-0.003019323,1.37e-05,0.349666113
482,-0.000302445,6.5e-05,0.506542042
483,0.001235122,0.00061574,0.120691698
484,-7.36e-05,0.000418847,0.026984979
485,5.25e-06,4.89e-05,0.035630737
486,-0.000123327,0.000344599,0.366687105
487,-0.000533603,0.002501415,0.480563507
488,0.000653647,0.001611459,0.250613295
489,0.000655292,2.6e-05,0.318129323
490,0.003162003,0.015173012,0.255866747
491,0.001118745,0.0,0.412404915
492,0.000632637,0.003432011,0.100845337
493,-5.76e-05,0.003015214,0.145712081
494,0.007794754,9e-05,0.417007533
495,3.6e-05,1.12e-05,0.02207511
496,-0.006503668,0.006504638,0.192280329
497,0.001523931,4.2e-05,0.195788728
498,4.09e-05,3.8e-06,0.218767579
499,0.000464147,0.000468136,0.026556019
500,-0.000191362,0.00032033,0.007333313
501,0.00118767,0.002157165,0.239639529
502,-0.007167106,0.000715389,0.21748196
503,-0.000446911,0.001182337,0.13164041
504,0.000923707,0.001125184,0.319805394
505,0.001077653,6.34e-05,0.219292919
506,0.000549322,0.000150613,0.441632282
507,-0.007038664,0.000623067,0.403826733
508,-0.000114567,0.001072464,0.072465955
509,-0.001551213,8.29e-05,0.362207092
510,0.000452764,0.002441618,0.14241122
511,-0.001685232,0.001947068,0.128549311
512,-0.000160031,0.000652949,0.219196837
513,0.000947308,0.003056836,0.06719594
514,-0.005922861,0.011985674,0.117611353
515,0.001391216,0.000602816,0.369009752
516,-0.007444179,0.000208354,0.185201398
517,0.00152745,0.000325602,0.266580453
518,9.76e-05,0.000280457,0.232049167
519,-9.8e-05,1.95e-05,0.262342211
520,0.000660415,0.031520935,0.204252454
521,0.000227601,0.001105671,0.319072502
522,-0.000297325,4.21e-06,0.253141658
523,0.001990475,9.24e-05,0.217825396
524,8.92e-05,0.000233794,0.041844482
525,0.000194164,0.002589322,0.066304886
526,0.000348478,0.001528363,0.698070143
527,0.000474407,0.000239901,0.365471704
528,0.001547819,1.45e-05,0.36997191
529,0.001562818,0.006429456,0.181731304
530,-0.002397053,7.2e-05,0.37968275
531,0.001238482,1.98e-05,0.167314465
532,1.99e-05,0.00112348,0.209068434
533,-0.000648936,0.006918239,0.292681966
534,0.00060489,0.002199681,0.287929062
535,0.000369536,0.001578885,0.170203203
536,0.00499638,0.000524484,0.134610747
537,0.001395644,0.000715504,0.157318686
538,0.000275131,0.0090818,0.109353306
539,0.001001689,0.010489907,0.187949843
540,0.000556287,5.75e-06,0.005711802
541,-0.000792815,0.00207824,0.494875818
542,0.000509646,8.26e-06,0.278419445
543,-0.002472993,0.00060472,0.26646243
544,0.019405838,0.029549233,0.366454929
545,-0.000594627,0.000152836,0.241416977
546,0.005571106,0.000284597,0.184171005
547,-0.000448712,0.00075612,0.247436275
548,0.00165135,0.006765832,0.214116127
549,0.006343291,0.003993807,0.155272944
550,9.64e-05,4.63e-05,0.067040475
551,-0.003576079,0.000571389,0.414359521
552,0.007769451,0.000650205,0.367691761
553,-0.001200023,8.11e-06,0.438150404
554,0.000361622,0.004296452,0.090246383
555,0.000489795,0.000110465,0.474258536
556,0.002878199,0.001810288,0.199314399
557,-0.001311166,0.000738416,0.415549711
558,-7.67e-05,8.35e-05,0.332818906
559,0.0,0.000271579,0.098182156
560,0.005285234,0.009316252,0.312426408
561,-0.003007693,0.00160275,0.394616655
562,0.000549235,0.001770904,0.010472577
563,0.000694928,0.001014134,0.166178958
564,-7.05e-05,0.001207501,0.050491697
565,-0.000124735,8.37e-06,0.297894419
566,8.99e-05,3.46e-05,0.283825311
567,-0.000346137,6.63e-05,0.179166269
568,0.000337388,0.000773655,0.246555256
569,0.000113528,0.000157534,0.138330607
570,-0.003402159,0.000428096,0.297008894
571,0.000117609,0.00367665,0.279553045
572,0.004018188,0.000157815,0.33599066
573,5.04e-05,6.85e-06,0.051096128
574,0.000436214,0.000311501,0.391016247
575,0.003006157,1.53e-05,0.054540173
576,-6.72e-05,0.000519536,0.020589882
577,0.004361929,0.00078642,0.22867279
578,-0.002259004,0.023669245,0.248909002
579,1.49e-05,0.000101022,0.120698999
580,0.000220252,0.000212391,0.358214255
581,-0.003007321,0.003207869,0.205091277
582,0.000162395,0.0003817,0.239152216
583,0.000660738,5.67e-06,0.434783974
584,0.00021317,7.3e-05,0.14323297
585,0.000125583,3.79e-05,0.388610837
586,-7.03e-05,0.007252966,0.050361019
587,0.000102003,0.000112344,0.098313802
588,-0.001841743,0.005095314,0.156310118
589,0.002393179,0.001338115,0.343227063
590,0.000327048,2.57e-05,0.219696805
591,0.001417113,3.35e-05,0.215010522
592,0.001525879,0.002852372,0.19667902
593,0.000291793,0.001025772,0.284881388
594,-0.001361292,4.44e-05,0.148192749
595,0.006290285,0.007420892,0.168678548
596,0.000701016,4.88e-05,0.362595267
597,0.001101303,4.17e-05,0.269888319
598,-0.000550458,3.34e-05,0.697366036
599,0.000752519,0.000279787,0.188035316
600,-0.000228816,4.62e-05,0.439408673
601,-0.00065375,5.13e-05,0.439408673
602,0.001353025,0.000239592,0.512304789
603,-0.003763332,5.54e-05,0.581100476
604,0.000650593,0.000426861,0.25594533
605,0.004092205,0.000725296,0.350029281
606,-0.001214622,0.000203871,0.570006805
607,0.000173321,0.002583875,0.163018273
608,-0.000801927,7.92e-06,0.003627861
609,0.003072086,0.001179265,0.203755878
610,0.002025392,0.000422844,0.277102142
611,0.026880522,0.018093972,0.34193495
612,0.001096614,1e-05,0.046225196
613,-8.09e-05,0.000267121,0.280639237
614,0.000737815,0.009453432,0.238500997
615,-0.00521942,0.00024894,0.500789159
616,-4.5e-05,0.006173245,0.020686693
617,-0.00035317,1.38e-05,0.690021886
618,0.000504333,0.001451469,0.181483864
619,-0.001121796,0.026856124,0.252086811
620,0.000856537,0.003397282,0.208121941
621,0.021905671,0.002505761,0.187039245
622,0.000727765,0.005353915,0.049408388
623,0.000647174,0.000905062,0.24257733
624,0.005224673,0.000241626,0.280011895
625,0.000938264,2.58e-05,0.225191112
626,9.69e-05,0.000726914,0.627747365
627,0.000146548,2.05e-06,0.262429369
628,-0.000793179,0.001699592,0.108042808
629,0.000324527,0.000103766,0.095036366
630,0.000174678,0.001834134,0.030631057
631,0.001257952,0.001641282,0.220203686
632,-0.00045505,0.000144681,0.341513441
633,-0.023805819,0.001055442,0.379212498
634,-0.015616768,0.003792739,0.341566441
635,0.003635462,0.002200658,0.288279027
636,0.000167523,0.001426247,0.017732355
637,3.58e-05,2.79e-05,0.38346067
638,-0.000503169,1.22e-05,0.52533108
639,2.55e-05,9.61e-05,0.088984128
640,0.000319127,0.016690169,0.308631592
641,0.001488534,2.85e-05,0.310776535
642,-0.000901335,0.008227079,0.157426226
643,0.001284347,0.000384997,0.489265843
644,0.00121843,0.001760671,0.224702384
645,0.000398346,0.000497102,0.265816551
646,-0.000225554,0.000735736,0.138956436
647,-0.001797035,8.08e-05,0.429864343
648,0.00039822,0.000940259,0.04228206
649,0.000231546,0.000972508,0.044658542
650,0.000151341,0.000449098,0.046707257
651,-0.000639982,0.000807017,0.341822462
652,-0.000334912,0.000131446,0.116100932
653,-0.00086779,0.000240039,0.420108427
654,-0.006347654,0.000200469,0.200651018
655,0.00302227,0.000151308,0.184254959
656,-0.001688645,9.98e-05,0.400569014
657,-0.000700081,0.005307592,0.189474106
658,0.000208828,4.74e-05,0.187717924
659,-0.000238857,0.001234148,0.068874622
660,-0.000180116,0.004238689,0.132465138
661,1.81e-05,0.000231907,0.042016041
662,-0.000481123,3.42e-05,0.30723025
663,-0.001325254,0.000234758,0.286790739
664,-0.000224374,0.014127907,0.057980492
665,0.000203709,0.000473261,0.184974994
666,0.001884624,0.00189972,0.342710093
667,0.003879964,0.003448147,0.208712117
668,0.000702265,0.000106893,0.188178159
669,-0.000830041,0.000666067,0.221327934
670,0.013778511,0.007239442,0.217493553
671,0.001832168,0.000130374,0.220632771
