Unnamed: 0,cost,trade_size,volatility
11322,-0.003000674,4.19e-05,0.153312239
11323,-8.28e-05,6.17e-05,0.210528993
11324,-5.08e-05,0.000288883,0.01364526
11325,0.00012039,0.000145839,0.143347628
11326,0.000999934,0.000536339,0.318312772
11327,-0.00033326,0.003573023,0.150258458
11328,0.000260228,0.02684624,0.146266997
11329,0.001337471,8.82e-05,0.064438618
11330,0.010143158,0.017378143,0.340053566
11331,-0.000638582,4.44e-05,0.252599488
11332,-0.002428319,0.005108042,0.264905679
11333,-8.93e-05,3.6e-05,0.278705301
11334,0.000104917,9.88e-06,0.142137901
11335,0.001156312,0.000441566,1.199283189
11336,3.62e-05,8.66e-06,0.003584475
11337,0.002500668,0.000757763,0.171731949
11338,0.002442042,0.002169568,0.200446515
11339,-0.007124383,0.001641975,0.297452923
11340,-0.00136961,8.24e-05,0.223167345
11341,-0.000573945,6.94e-06,0.06296521
11342,-0.002604568,0.000112353,0.330897646
11343,-0.00265026,0.007079656,0.353019364
11344,-0.00036079,0.000337589,0.175946515
11345,0.000316091,9.54e-05,0.393441109
11346,0.000583194,0.014318969,0.096218444
11347,-0.00027525,0.000399466,0.095507332
11348,0.005885499,0.002106728,0.366452205
11349,-0.000247606,1.62e-05,0.238059173
11350,-3.91e-05,0.000194504,0.232778093
11351,-0.001529127,0.001676299,0.138197931
11352,0.003148052,0.000984146,0.33477374
11353,-0.002134239,1.92e-05,0.569194594
11354,0.009298616,1.01e-05,0.229608807
11355,0.000654615,3.12e-06,1.764461775
11356,-0.000137613,4.57e-05,0.273819538
11357,0.003124238,0.001205619,0.306464006
11358,-0.000905823,0.002011623,0.139779997
11359,-0.001375809,0.000606456,0.2246758
11360,-8.5e-05,5.34e-05,0.300461331
11361,0.005853904,0.002965718,0.402520841
11362,0.00117134,0.001114962,0.133085106
11363,-0.000121716,0.000509221,0.260049699
11364,-0.000346176,0.00058967,0.162027295
11365,0.000424816,0.001622466,0.07236736
11366,7.92e-05,0.000549955,0.308406279
11367,-0.002170995,0.000139019,0.276546409
11368,5.91e-05,1.74e-05,0.348404203
11369,-0.001451665,1.97e-05,0.213989534
11370,-0.008376686,0.000593703,0.36989452
11371,0.0015786,0.000237915,0.314725451
11372,0.004092284,3.92e-05,0.189626092
11373,-0.000146755,6.21e-05,0.262661162
11374,1.37e-05,0.001204141,0.168279332
11375,0.000348572,4.73e-05,0.115587634
11376,0.0002511,0.000458306,0.165618654
11377,0.000174017,0.000117226,0.225930623
11378,0.000140409,2.04e-05,0.280279434
11379,0.000346845,0.0004089,0.048668827
11380,0.000967156,0.001132804,0.232396019
11381,0.000957717,6.6e-05,0.271071444
11382,-0.004680539,0.001532984,0.078652929
11383,0.000301404,0.00149127,0.364255548
11384,-9.33e-05,0.000109779,0.805976959
11385,0.000257979,5.86e-06,0.419357537
11386,0.00091049,0.008363943,0.044860468
11387,0.0064739,0.069933128,0.091497718
11388,0.004894976,0.006230605,0.190384155
11389,-0.001978459,0.000421965,0.387097169
11390,0.000698921,0.001700795,0.252546141
11391,0.000133493,0.000129852,0.286277522
11392,2.15e-05,1.22e-05,0.123878177
11393,0.00336353,0.007590974,0.257929836
11394,-0.002506868,0.025025293,0.215587974
11395,6.3e-05,3.96e-05,0.235856699
11396,0.000873184,0.003062022,0.176193794
11397,0.000220765,2.24e-05,0.284055702
11398,0.010487234,0.000146175,0.323248943
11399,-0.000981339,6.55e-05,0.373706075
11400,-0.004593646,0.000385811,0.158173357
11401,-0.011580804,0.005021446,0.264514878
11402,6.78e-05,0.000131729,0.202123443
11403,-0.000167295,0.000154933,0.379265799
11404,0.000357257,8.73e-06,0.09431252
11405,-0.000328882,0.000570228,0.046505172
11406,0.000395573,0.000840599,0.185493722
11407,0.001224338,0.000762012,0.279300712
11408,0.000926764,0.003962458,0.157731043
11409,0.000374011,6.6e-05,0.269894135
11410,-0.002156573,0.000181996,0.241599041
11411,0.000920009,2.01e-05,0.40006012
11412,0.000180822,0.000296162,0.224324604
11413,0.000159843,0.000166068,0.186627913
11414,0.003127233,0.000390755,0.350984725
11415,-0.000409577,0.003144302,0.012873221
11416,0.000794754,0.005687162,0.011244636
11417,0.001574294,0.001976133,0.193402888
11418,-0.001308242,0.001447105,0.204378465
11419,5.81e-05,9.86e-06,0.11346137
11420,-2.79e-05,0.002907662,0.010117657
11421,0.000419539,0.000288254,0.291232591
11422,0.00088415,0.010034653,0.112962979
11423,0.00979337,0.000216025,0.402032288
11424,0.000101701,0.00231414,0.12196959
11425,0.00184577,3.63e-05,0.521089154
11426,2.4e-05,2.21e-05,0.198947035
11427,-0.002939259,0.000304354,0.078815489
11428,0.002087774,0.010526775,0.177065322
11429,-0.000643582,0.000162078,0.206437321
11430,0.000482722,7.05e-05,0.182205774
11431,0.002581814,0.015824692,0.183833531
11432,-7.36e-05,3.17e-05,0.446112812
11433,0.000260546,0.007808531,0.110828168
11434,-0.001945453,7.73e-05,0.562218506
11435,-0.000704645,0.002733159,0.193405244
11436,-0.003087208,0.00821308,0.347037542
11437,0.000268678,0.00122079,0.049932071
11438,1.03e-05,0.000624529,0.162931884
11439,-0.006904548,0.000437677,0.293033583
11440,-0.002083459,7.11e-06,0.219820744
11441,0.002106248,0.006532242,0.275195812
11442,0.000826139,0.008248721,0.232234524
11443,0.011039711,0.004812487,0.18407604
11444,-0.001160385,2.55e-05,0.364756327
11445,-0.005297591,0.000249445,0.292642394
11446,0.00030117,3.16e-05,0.175083032
11447,-6.71e-05,3.72e-06,0.354838832
11448,0.002252439,0.000259705,0.221924551
11449,-0.000509962,4.13e-06,0.005310423
11450,-0.00047037,0.002218556,0.052054735
11451,0.000300725,0.000423486,0.198340128
11452,0.000689147,0.002853834,0.137821982
11453,0.000827811,8.36e-05,0.348732667
11454,-0.003234981,0.000103915,0.334081165
11455,-0.000268297,8e-06,0.44045754
11456,-0.000488937,0.000206633,0.338499939
11457,0.000568757,0.009149039,0.12693195
11458,0.000282123,0.000116435,0.052850793
11459,0.000168539,5.05e-05,0.164909151
11460,-1.21e-05,8.5e-05,0.260421685
11461,0.000633412,0.028088811,0.096643039
11462,-1.83e-05,2.55e-06,0.012462619
11463,0.000875355,7.65e-05,0.525556552
11464,0.000190666,7.9e-06,0.452941539
11465,0.002775198,0.013975042,0.103738619
11466,0.00053188,0.001228342,0.026144951
11467,0.000929949,0.000136235,0.258306876
11468,0.009608011,0.019110571,0.239856484
11469,0.000684197,2.02e-06,0.290115441
11470,-0.000560769,1.8e-05,0.34990049
11471,0.000135134,0.000511099,0.227430429
11472,0.000762317,0.00027272,0.141761218
11473,0.000267123,0.007028438,0.268275032
11474,7.34e-06,1.47e-05,0.049408388
11475,-0.000113825,0.001556989,0.191762404
11476,0.001062541,0.011482388,0.229753352
11477,0.000762538,0.00773045,0.145443394
11478,0.000841717,0.000201706,0.29908915
11479,0.0062619,0.000553862,0.248082314
11480,-0.000115779,0.004767288,0.232174577
11481,-0.00347346,0.003051612,0.249773368
11482,6.75e-05,0.000272619,0.141610353
11483,2.68e-06,0.001555004,0.238746723
11484,0.00153051,0.00046396,0.238647635
11485,-0.000665029,0.001359092,0.142785921
11486,-0.000840532,1.62e-05,0.276581254
11487,-0.001027953,0.00019132,0.790683972
11488,0.000824078,0.000341125,0.236706543
11489,-0.00041027,0.000313206,0.209180299
11490,-0.000183363,6e-05,0.213483026
11491,0.000167938,4.81e-05,0.269888319
11492,0.000357474,4.87e-06,0.350029281
11493,0.005818932,0.019835829,0.245333509
11494,-0.000200245,0.000344054,0.020427709
11495,-0.010881979,0.001000073,0.235534892
11496,0.00239106,9.67e-06,0.360575632
11497,0.00040773,0.000154002,0.215422633
11498,-0.002101639,0.003019805,0.155755237
11499,9.56e-05,0.00128272,0.111261954
11500,-0.000563399,5.74e-05,0.202428919
11501,-0.000219947,0.012150247,0.140049694
11502,0.0008345,4.6e-06,0.32011834
11503,-0.001511583,0.000630303,0.17944778
11504,0.00054238,8.24e-05,0.21000462
11505,0.001613191,0.000599116,0.003651832
11506,-0.02832516,0.005322312,0.23383565
11507,0.000264705,0.001425501,0.211612622
11508,-0.004408615,0.000187546,0.255233522
11509,0.007107039,0.000181033,0.410630986
11510,0.002043736,0.004008287,0.272578639
11511,0.002352971,0.000654368,0.302695171
11512,-0.000131561,0.000570958,0.166443338
11513,-0.000372586,3.77e-05,0.502359149
11514,-0.001355881,0.000470347,0.225383778
11515,0.000209375,1.75e-05,0.149640619
11516,-0.001748003,0.000113203,0.38747126
11517,0.024614093,0.01448136,0.258230141
11518,-0.000421745,0.001054243,0.136840167
11519,-0.00359094,0.001335003,0.803610603
11520,0.000311642,0.000354935,0.183994814
11521,-0.000368131,0.001031356,0.031578273
11522,-0.001006898,0.001169223,0.216199002
11523,-0.000367773,0.000129822,0.449106035
11524,0.025955642,0.017118458,0.211758025
11525,0.000800137,0.012325093,0.103007348
11526,-0.004276017,0.004043649,0.240282335
11527,0.000748159,3.49e-05,0.396669404
11528,-0.000814799,0.0,0.672282313
11529,-0.000130779,0.000689746,0.093645431
11530,-0.000349743,5.18e-05,0.216222389
11531,0.001979143,0.000353884,0.476808518
11532,0.000689489,0.016562099,0.180627013
11533,5.99e-05,5.57e-05,0.269516081
11534,0.001642875,0.000743695,0.045340473
11535,0.004847959,1.27e-05,0.19206429
11536,1.88e-05,4.91e-05,0.290549266
11537,-0.000949,0.000990479,0.380326169
11538,-0.000434729,0.00016523,0.48309686
11539,0.000127123,0.001335789,0.31313829
11540,0.000525592,9.02e-06,0.257059976
11541,0.001807971,5.01e-05,0.273878127
11542,-0.000111049,0.006239261,0.221308904
11543,-0.000794433,0.000422353,0.340646631
11544,-0.000602786,7.36e-06,0.404440289
11545,0.000195529,0.00028118,0.069480344
11546,-0.000238562,0.001089498,0.415638349
11547,5.31e-05,1.67e-05,0.18318821
11548,-0.001610263,0.001021696,0.218532026
11549,0.000134664,7.15e-05,0.073724497
11550,-0.01415012,0.000541629,0.336780242
11551,-0.000160333,0.000125173,0.034209625
11552,-0.000137122,0.000150064,0.125563575
11553,4.14e-05,0.007020413,0.125233375
11554,-0.000140918,0.000126896,0.223483027
11555,0.001804723,0.002026603,0.210440756
11556,0.002617427,5.13e-05,0.425381837
11557,0.001365251,0.003232651,0.197711478
11558,-0.002281722,0.000129099,0.280399558
11559,7.5e-05,0.000368524,0.131720881
11560,-0.000176279,6.27e-05,0.301709133
11561,2.88e-05,3.28e-05,0.255072214
11562,-0.002161493,0.000391805,0.393444369
11563,0.002054656,0.032752511,0.298856604
11564,0.005162856,0.001567933,0.43589525
11565,0.000464597,0.001172959,0.248264449
11566,-0.000234249,0.000756395,0.399759146
11567,-0.000959788,0.000121452,0.278102422
11568,-0.001349173,3.75e-05,0.261374934
11569,0.003711803,1.17e-05,0.264137113
11570,0.000297246,0.000346188,0.251294074
11571,0.000869972,1.71e-05,0.32434337
11572,3.6e-05,0.000111862,0.123154848
11573,7.96e-06,0.00085896,0.175630113
11574,0.017162454,0.000376954,0.521089154
11575,-2.86e-05,1.41e-05,0.068008458
11576,-0.002028228,0.000274316,0.578439806
11577,0.003797903,0.008319016,0.254981924
11578,0.000138875,1.45e-06,0.038192109
11579,-0.000183048,6.96e-06,0.311761567
11580,0.0002544,7.25e-05,0.272482894
11581,0.000154931,0.001115254,0.296149813
11582,0.003029489,0.008915267,0.157610945
11583,-0.000170687,0.011896795,0.175536948
11584,0.005827513,0.008766383,0.306411946
11585,0.004453275,0.001241885,0.200673645
11586,0.00077466,0.020479154,0.001953257
11587,-2.92e-05,0.002216212,0.091335655
11588,-0.000188417,0.01700649,0.179291979
11589,-0.002657812,0.00034753,0.152799688
11590,0.000743611,0.02522895,0.247904392
11591,-0.005177641,0.000202677,0.248701241
11592,0.000349064,0.0,0.540800784
11593,-0.014670549,0.006983527,0.319985655
11594,-0.00066427,0.039991453,0.020255255
11595,0.000594784,3.2e-05,0.280614956
11596,0.000413867,0.005917732,0.297347877
11597,-0.011828958,0.010251853,0.221329314
11598,0.002494694,0.001386585,0.045282487
11599,0.000233975,0.000607357,0.196130608
11600,6.92e-05,0.000396952,0.072521291
11601,6.81e-05,0.000637423,0.030624934
11602,0.000787294,0.000268634,0.440654001
11603,0.000578127,0.002713402,0.069833883
11604,0.000246262,0.002735697,0.118666008
11605,-0.003196777,4.52e-05,0.132736101
11606,-0.0087523,0.001757872,0.255953165
11607,-0.001189049,2.02e-05,0.258591942
11608,0.000273324,5.29e-05,0.274912862
11609,0.00132066,0.015681375,0.156265071
11610,0.000597657,0.00088899,0.20792006
11611,-0.000476928,0.003439705,0.032881572
11612,8.9e-05,0.000583477,0.377897593
11613,0.000158325,0.005718967,0.042038072
11614,0.000496986,0.000364094,0.145737866
11615,0.001823311,0.000855475,0.312111131
11616,0.0007864,0.004647268,0.112440293
11617,0.003949471,0.004672876,0.343356355
11618,0.000345701,4.71e-05,0.245578917
11619,3.88e-05,9.09e-05,0.027573274
11620,-9.76e-05,0.000238366,0.345829131
11621,0.001722336,0.000516357,0.276546409
11622,-0.00132097,0.002538637,0.237481394
11623,-7.36e-05,0.000447464,0.026984979
11624,-0.00167,0.000164796,0.052403921
11625,-0.001857295,3.64e-05,0.35627189
11626,9.62e-05,0.000290842,0.062178777
11627,-0.000229269,4.06e-05,0.291086017
11628,-9.48e-05,0.000394031,0.504383399
11629,-0.005009748,7.85e-05,0.425577175
11630,-0.000117071,0.000156772,0.031030197
11631,-0.014605421,0.000585884,0.530902654
11632,-0.000800995,2.56e-05,0.381310968
11633,0.000832566,7.84e-05,0.235707034
11634,0.000454745,3.09e-05,0.362431579
11635,0.003420432,1.12e-05,0.60968295
11636,-0.004826626,0.00072469,0.714125964
11637,0.000101132,0.000262121,0.034036314
11638,0.000376192,4.18e-05,0.238235696
11639,-4.21e-05,4.28e-05,0.104905109
11640,0.000115986,4.28e-06,0.339773063
11641,0.000204969,1.41e-05,0.084644902
11642,-0.001140472,0.002349207,0.426275726
11643,0.000907661,0.001274641,0.242365715
11644,0.002514349,0.000320856,0.436121145
11645,-0.000868486,0.006472258,0.347419594
11646,-0.010072239,0.076801345,0.151992308
11647,-0.000395526,0.000236922,0.220177163
11648,0.000998924,0.00129801,0.166069478
11649,-0.002101764,0.000227846,0.32969475
11650,-0.001686581,5.81e-05,0.153976232
11651,0.001978874,0.072194356,0.103489434
11652,-0.004214834,0.000120912,0.241849189
11653,-0.000751063,0.000180308,0.3378712
11654,-0.00219541,0.000565751,0.213830178
11655,-0.000868319,0.000866045,0.336497277
11656,0.000647517,5.72e-05,1.879164666
11657,0.001401739,2.42e-05,0.272482894
11658,-7.01e-05,0.001398171,0.028606448
11659,-0.013296198,0.00068086,0.59773938
11660,-0.007410215,8.58e-06,0.436017744
11661,-0.005467566,0.000149468,0.403429865
11662,0.000404548,0.000195087,0.178012726
11663,-0.000817486,4.9e-06,0.421740167
11664,4.7e-05,9.1e-05,0.035187236
11665,1.84e-05,9.23e-06,0.231943172
11666,-0.00388353,0.033865773,0.228341169
11667,0.000271306,0.002052949,0.467519506
11668,0.008179973,0.000758236,0.345790806
11669,0.000605936,2.42e-05,0.148920358
11670,0.005609356,0.00546213,0.179816089
11671,0.001514399,0.001286219,0.26500666
11672,-0.000743003,0.000780643,0.013113164
11673,-0.000429083,0.001576801,0.376590703
11674,0.004578208,3.12e-05,0.236736763
11675,0.004349669,3.83e-05,0.31992148
11676,0.000226478,9.22e-05,0.265519894
11677,0.003160117,0.000362484,0.176259653
11678,-0.000211797,1.41e-05,0.173872939
11679,-5.85e-05,0.00022942,0.005085374
11680,0.002492221,0.000337238,0.280841372
11681,-0.000133989,9.89e-06,0.161796729
11682,0.000203614,0.001538304,0.305708401
11683,0.000174132,4.15e-06,0.825601573
11684,4.64e-05,3.44e-05,0.276347894
11685,-0.00017435,0.001046394,0.272478324
11686,0.010718855,0.002312265,0.250962572
11687,-0.010499118,0.000324432,0.562025637
11688,0.000206468,0.023337809,0.273982221
11689,-0.002567812,0.001528419,0.42187678
11690,0.000237396,5.32e-05,0.345502298
11691,0.016185683,0.000730826,0.252207307
11692,0.001469453,0.000361682,0.553412907
11693,0.00020283,0.000396533,0.532046921
11694,0.001876091,7.62e-05,0.191070917
11695,-0.013768566,6.27e-05,0.583392998
11696,-0.000166518,0.00052085,0.262943054
11697,0.000800408,0.004373323,0.110687532
11698,0.00484934,0.009362561,0.223536496
11699,-0.000854615,4.1e-05,0.405420545
11700,-0.004790837,0.001637039,0.329781207
11701,7.66e-05,0.001523289,0.023685029
11702,-0.001606469,3.75e-05,0.415198254
11703,-1.06e-06,0.000827845,0.113965165
11704,0.000380538,7.25e-05,0.235537065
11705,-0.000838047,0.000783923,0.158972352
11706,-0.00210617,0.010203518,0.115939331
11707,0.000311234,0.003135385,0.22673611
11708,1.26e-05,0.000103756,0.244462391
11709,0.000392145,0.005276849,0.12136853
11710,-0.000360949,1.67e-05,0.325071721
11711,6.66e-05,1.4e-05,0.527498493
11712,0.000734933,0.003069642,0.406933187
11713,-0.000939907,0.002871142,0.12369188
11714,-5.3e-05,0.003044741,0.189882339
11715,-8.67e-05,0.000599893,0.005774115
11716,-2.51e-05,0.000275316,0.00969275
11717,0.001243812,0.00048605,0.286486064
11718,0.000374685,0.0140427,0.218151151
11719,0.001778761,7.95e-06,0.343523987
11720,0.0032491,0.002329225,0.166425402
11721,0.000634285,0.003311935,0.360163279
11722,-1.36e-05,0.001044339,0.029002426
11723,0.001075573,0.029230007,0.099190576
11724,-0.000194331,5.46e-05,0.017323837
11725,-0.003247575,0.00041469,0.223168946
11726,0.000110458,0.000802197,0.208060493
11727,1.98e-05,0.005066175,0.040380411
11728,0.000253426,0.001996617,0.390992357
11729,-0.001337568,0.000432405,0.179071918
11730,-0.00487661,0.001272246,0.437285854
11731,-0.000338541,0.000806638,0.161388025
11732,-0.005630747,0.000204405,0.428638848
11733,0.0008734,3.12e-05,0.280865821
11734,-0.001181014,0.000635063,0.340478733
11735,7.01e-05,0.000227406,0.252647265
11736,0.000416135,0.000128537,0.219571103
11737,-0.005489475,0.00048552,0.259084638
11738,-0.008120808,0.001263802,0.134447025
11739,-0.001025076,0.0,0.197984948
11740,0.000311076,6.32e-05,0.117803697
11741,0.000608846,0.000281565,0.198784678
11742,0.004558429,0.019409356,0.266987748
11743,4.21e-05,4.33e-05,0.416339166
11744,-0.0001629,0.004023685,0.027966788
11745,-0.003790702,0.002258809,0.254172731
11746,-0.006173344,2.38e-05,0.234847829
11747,0.001501888,0.001559722,0.214744355
11748,0.00046266,0.003376723,0.175826652
11749,-0.000553408,0.004884537,0.132504208
11750,-0.000829102,0.000108574,0.098908198
11751,-4.33e-06,0.000578697,0.138053465
11752,0.000501985,0.000658453,0.148570859
11753,-0.000838211,0.000459674,0.169259465
11754,0.001227045,0.002255494,0.138514233
11755,0.006544046,5.11e-05,0.474630895
11756,-5.2e-05,0.000204034,0.210567606
11757,-0.00018318,0.000721981,0.410111106
11758,-0.003146745,0.005355548,0.105827681
11759,0.003908075,0.000620829,0.224718432
11760,0.002699306,9.03e-06,0.340082315
11761,-0.001030853,0.000851107,0.272961554
11762,-0.001089915,0.000196516,0.341091959
11763,0.000143062,0.000543404,0.187434135
11764,0.000134432,1.79e-05,0.228019695
11765,0.000145443,0.000849064,0.522815975
11766,0.002954042,0.000147612,0.220336776
11767,0.000363331,3.26e-05,0.490228878
11768,0.000346376,0.000122628,0.208430049
11769,-6.49e-05,4.03e-05,0.273417756
11770,-0.005051666,0.004757991,0.319003976
11771,-0.001238654,0.0,0.340265064
11772,0.000678754,0.0017254,0.290739842
11773,-3.04e-05,4.67e-06,0.420946331
11774,0.000214936,0.00059702,0.00395728
11775,-0.002503284,0.004676855,0.377903561
11776,3.21e-05,0.001972851,0.312681156
11777,0.0,3.95e-05,0.245653723
11778,0.010550463,0.004148958,0.282881161
11779,-0.005081727,0.000190056,0.328462059
11780,3.11e-05,8.14e-05,0.227880088
11781,3.33e-05,0.000626543,0.297452923
11782,0.00014281,2.25e-05,0.300992862
11783,0.00043364,0.000564793,0.239294364
11784,-2.64e-05,7.6e-06,0.239032697
11785,-0.000480199,0.000630723,0.2966337
11786,0.00011735,1.07e-05,0.005670468
11787,-0.003619456,1.31e-05,0.173714499
11788,0.00072722,0.04645954,0.127872269
11789,0.000570197,9.14e-05,0.317472974
11790,-0.000944256,0.000824501,0.193365885
11791,0.009690845,0.000177276,0.208811063
11792,4.52e-05,0.000445809,0.193999825
11793,-0.007339712,0.001866331,0.370163406
11794,0.000490465,0.009534472,0.400307813
11795,0.002373111,0.002764637,0.180908442
11796,0.000184718,1.21e-05,0.311120028
11797,0.008250651,0.016082442,0.232999483
11798,0.000255686,0.00388528,0.15902391
11799,-0.000418122,0.003646523,0.217336905
11800,0.00036569,0.000160047,0.141070106
11801,-0.000343528,0.002310678,0.073092251
11802,3.1e-05,0.000147794,0.199606239
11803,0.000626192,0.009484015,0.150136093
11804,-0.002384789,7.55e-05,0.370138128
11805,-0.001968263,0.001035313,0.112513438
11806,0.00114267,0.003088149,0.154889275
11807,0.002558282,0.004684896,0.187403861
11808,4.33e-05,0.000226476,0.069105444
11809,-0.001465445,5.23e-05,0.43220838
11810,0.000189675,2e-05,0.227742609
11811,-0.000407312,0.002225992,0.174909062
11812,-0.001123175,0.000272781,0.08523412
11813,-0.000172441,6.41e-06,0.017725084
11814,0.000470341,0.000623167,0.257446115
11815,-0.001536419,4.07e-05,0.879984621
11816,-9.16e-05,0.011965418,0.302938821
11817,-4.53e-05,3.81e-05,0.033929884
11818,-0.001922704,6.37e-06,0.492406651
11819,-0.000156512,7.41e-06,0.006185106
11820,0.001305201,0.000269826,0.302691966
11821,0.000588365,4.02e-05,0.252642231
11822,-0.000375276,3.53e-05,0.288196525
11823,0.000306998,0.002876847,0.016373464
11824,0.000656644,0.001377882,0.109562621
11825,0.000170484,0.005300084,0.310757728
11826,-0.000743031,0.002855231,0.265985265
11827,-0.013816903,0.000309754,0.281355632
11828,0.00197308,0.000669656,0.203521278
11829,0.001888033,0.001323782,0.289308071
11830,0.000116017,0.000699819,0.227742609
11831,-0.000113868,5.21e-05,0.253583111
11832,-0.000989832,0.000323479,0.258106039
11833,-0.007973787,0.002264236,0.335998671
11834,-0.000158834,1.57e-06,0.267009757
11835,-0.000173588,0.00068758,0.175346822
11836,-0.002883406,0.000267235,0.268637582
11837,-0.00116795,0.000146613,0.231215091
11838,6.85e-05,0.001064077,0.417917495
11839,5.34e-05,0.00033937,0.161757678
11840,0.000693314,0.000193696,0.143639632
11841,-0.000119176,4.68e-05,0.298781842
11842,0.00177978,8.07e-05,0.23135988
11843,0.001143404,0.000718035,0.198622762
11844,-0.017802929,0.013928822,0.268536402
11845,-0.000490083,4.16e-05,0.16734743
11846,-0.000114393,3.52e-05,0.131510811
11847,-0.000262768,5.09e-06,0.122031632
11848,0.000309001,0.002022001,0.109085195
11849,-0.001201679,0.000671044,0.393894178
11850,-0.002376139,0.001269568,0.216082499
11851,-0.000552375,0.000100875,0.207875903
11852,-0.000302146,0.000462954,0.210823179
11853,-6.77e-05,0.00884008,0.233055898
11854,-0.001321173,0.018893035,0.265765849
11855,0.002544094,0.000194178,0.129493518
11856,-8.76e-05,1.79e-05,0.111695414
11857,0.000345706,0.000142245,0.278530698
11858,7.01e-05,9.78e-06,0.213621047
11859,0.000762546,0.000174863,0.337438281
11860,-0.010653432,0.001074587,0.351819607
11861,0.000234343,0.001103931,0.318145494
11862,0.000680615,9.21e-05,0.467296849
11863,-0.000764694,3.42e-06,0.38589101
11864,0.002344689,0.001419902,0.2535312
11865,0.004672888,7.24e-05,0.174261597
11866,4.24e-05,1.33e-05,0.501203705
11867,-6.56e-05,0.000735289,0.017481088
11868,0.003176698,0.000973959,0.139798036
11869,0.005771612,0.015509907,0.16061702
11870,-0.002371257,0.009717669,0.148913101
11871,-5.95e-05,0.000103867,0.488461725
11872,-0.002628706,0.000557048,0.202812169
11873,-0.00320051,6.53e-05,0.512304789
11874,0.002215604,0.000549088,0.339246883
11875,-0.000118476,0.000291422,0.180873358
11876,0.006738304,0.000477751,0.393017676
11877,-0.001746314,2.95e-05,0.172767557
11878,-0.001028784,1.38e-05,0.250646156
11879,5e-05,0.004125003,0.396494792
11880,0.003536088,1.77e-05,0.453470321
11881,0.017821434,0.009853702,0.212030539
11882,0.000152046,0.003031873,0.270805927
11883,0.004989106,0.039214456,0.202498813
11884,0.001112416,3.2e-05,0.410038572
11885,0.000443844,0.024713299,0.292503775
11886,0.020089877,0.00388456,0.5879971
11887,0.000354686,0.000359322,0.174984164
11888,0.003525138,0.00908794,0.327607085
11889,-0.000246303,0.007448983,0.157110327
11890,0.001481206,0.001544578,0.38683777
11891,-0.000560146,0.001220177,0.199226364
11892,8.91e-05,0.001368547,0.187891635
11893,-0.000178459,0.002319441,0.138975952
11894,0.001184037,0.000326066,0.362503413
11895,-4.36e-05,5.66e-05,0.096111674
11896,0.000114907,9.14e-05,0.233148315
11897,-0.000671906,7.15e-05,0.307343412
11898,0.000253039,0.00324105,0.300189382
11899,0.000325792,0.007769798,0.260485488
11900,-0.006726439,0.004110672,0.213157355
11901,0.001847336,0.000814644,0.195189148
11902,0.000936465,7.32e-05,0.340040258
11903,0.003227397,0.001521047,0.116955689
11904,-0.011029325,0.000149481,0.59285663
11905,-0.000212793,0.00037011,0.183153013
11906,0.000281401,1.03e-05,0.337033104
11907,-0.002328129,0.004263961,0.281764577
11908,-0.000712651,0.003427094,0.049408388
11909,-0.000591707,0.000116546,0.243469677
11910,0.000482805,0.003964555,0.153550481
11911,2.23e-05,0.005394414,0.245786573
11912,-7.28e-05,3.08e-06,0.076068656
11913,0.004294923,0.0,0.626844064
11914,-0.000509746,9.38e-06,0.278930655
11915,0.000228653,0.001210984,0.245321306
11916,-0.00124753,0.001213335,0.05169393
11917,8.44e-05,0.007768566,0.051756159
11918,0.003979434,0.001716159,0.227228273
11919,0.000913044,0.000347589,0.156460156
11920,-0.00677316,0.000480603,0.455809561
11921,-0.001122795,0.001092245,0.063853889
11922,-8.44e-05,6.63e-05,0.238720527
11923,2.35e-05,7.42e-06,0.289573427
11924,-8.98e-05,0.000110984,0.355331362
11925,-0.000383854,7.14e-06,0.198217629
11926,-6.71e-06,2.99e-06,0.087408945
11927,0.000698359,0.000312304,0.534601957
11928,0.000206442,0.001368571,0.243554688
11929,0.000211438,6.05e-05,0.165128232
11930,0.000133758,0.000291035,0.166584874
11931,0.000260403,0.000244894,0.263752726
11932,0.0011035,0.002452866,0.118171478
11933,0.002616266,0.021062305,0.209252857
11934,-0.001401832,0.007926687,0.348289916
11935,2.67e-06,0.000160218,0.009967651
11936,2.24e-05,3.5e-05,0.221025399
11937,0.00021663,1.08e-05,0.231126027
11938,0.000724922,0.050657636,0.120253378
11939,-0.000753658,0.000563449,0.146206926
11940,3.73e-05,2.55e-05,0.025739679
11941,-0.000321676,0.002265679,0.269157408
11942,0.000890159,7.86e-05,0.260002302
11943,0.000216733,0.0023123,0.352821166
11944,0.000137143,0.000258053,0.279148483
11945,-8e-06,1.63e-05,0.217560834
11946,-2.54e-05,0.000448277,0.258223146
11947,3.03e-05,0.002853056,0.00311155
11948,-0.00024195,0.000285625,0.218324882
11949,2.17e-05,0.000608072,0.177249782
11950,-0.000422314,0.000924692,0.204415135
11951,0.001165213,0.000508926,0.168694547
11952,3.94e-05,5.34e-06,0.184403401
11953,-0.000209369,2.54e-06,0.34578721
11954,-0.001852735,0.019370868,0.239915516
11955,0.000480174,0.006328691,0.224496958
11956,0.001840669,7.65e-05,0.06353346
11957,0.036175,3.76e-05,0.391643643
11958,0.001619276,0.000783244,0.086434151
11959,-0.000207592,0.000148172,0.191215824
11960,0.000114615,0.000960687,0.245252727
